"Date","Price","Open","High","Low","Vol.","Change %"
"14/08/2023","18,729.0","19,082.0","19,082.0","18,548.0","138.40K","-1.89%"
"15/08/2023","18,535.0","18,720.0","18,751.0","18,502.0","129.06K","-1.04%"
"16/08/2023","18,295.0","18,535.0","18,597.0","18,257.0","124.35K","-1.29%"
"17/08/2023","18,261.0","18,289.0","18,389.0","17,882.0","164.02K","-0.19%"
"18/08/2023","17,901.0","18,277.0","18,402.0","17,887.0","141.04K","-1.97%"
"21/08/2023","17,615.0","17,890.0","17,906.0","17,575.0","140.60K","-1.60%"
"22/08/2023","17,738.0","17,632.0","17,959.0","17,539.0","145.68K","0.70%"
"23/08/2023","17,864.0","17,751.0","17,990.0","17,589.0","116.00K","0.71%"
"24/08/2023","18,196.0","17,855.0","18,257.0","17,781.0","135.84K","1.86%"
"25/08/2023","17,954.0","18,193.0","18,193.0","17,936.0","165.48K","-1.33%"
"28/08/2023","18,108.0","17,918.0","18,508.0","17,750.0","87.75K","0.86%"
"29/08/2023","18,397.0","18,086.0","18,554.0","18,083.0","88.45K","1.60%"
"30/08/2023","18,377.0","18,418.0","18,707.0","18,366.0","122.27K","-0.11%"
"31/08/2023","18,304.0","18,375.0","18,614.0","18,265.0","116.22K","-0.40%"
"01/09/2023","18,347.0","18,301.0","18,443.0","18,217.0","23.32K","0.23%"
"04/09/2023","18,802.0","18,590.0","18,898.0","18,516.0","123.74K","2.48%"
"05/09/2023","18,424.0","18,801.0","18,820.0","18,378.0","116.77K","-2.01%"
"06/09/2023","18,424.0","18,431.0","18,532.0","18,215.0","105.40K","0.00%"
"07/09/2023","18,156.0","18,429.0","18,572.0","18,147.0","99.87K","-1.45%"
"08/09/2023","17,982.0","18,158.0","18,186.0","17,923.0","18.47K","-0.96%"
"11/09/2023","18,115.0","17,918.0","18,194.0","17,844.0","122.90K","0.74%"
"12/09/2023","18,096.0","18,105.0","18,176.0","17,894.0","96.43K","-0.10%"
"13/09/2023","18,054.0","18,083.0","18,231.0","17,955.0","97.55K","-0.23%"
"14/09/2023","18,066.0","18,057.0","18,207.0","17,943.0","105.06K","0.07%"
"15/09/2023","18,184.0","18,085.0","18,417.0","18,051.0","131.38K","0.65%"
"18/09/2023","17,942.0","18,182.0","18,182.0","17,879.0","116.60K","-1.33%"
"19/09/2023","18,003.0","17,948.0","18,032.0","17,835.0","86.07K","0.34%"
"20/09/2023","17,933.0","18,003.0","18,056.0","17,838.0","92.24K","-0.39%"
"21/09/2023","17,671.0","17,931.0","18,068.0","17,619.0","101.24K","-1.46%"
"22/09/2023","18,097.0","17,665.0","18,121.0","17,514.0","154.32K","2.41%"
"25/09/2023","17,761.0","18,157.0","18,240.0","17,755.0","69.18K","-1.86%"
"26/09/2023","17,574.0","17,753.0","17,818.0","17,430.0","92.06K","-1.05%"
"27/09/2023","17,662.0","17,546.0","17,729.0","17,505.0","79.94K","0.50%"
"28/09/2023","17,400.0","17,655.0","17,696.0","17,390.0","99.28K","-1.48%"
"29/09/2023","17,889.0","17,400.0","17,997.0","17,383.0","113.42K","2.81%"
"03/10/2023","17,353.0","17,897.0","17,924.0","17,237.0","121.10K","-3.00%"
"04/10/2023","17,252.0","17,348.0","17,365.0","17,133.0","93.57K","-0.58%"
"05/10/2023","17,256.0","17,261.0","17,372.0","17,198.0","77.66K","0.02%"
"06/10/2023","17,525.0","17,245.0","17,662.0","17,177.0","93.81K","1.56%"
"09/10/2023","17,570.0","17,531.0","17,750.0","17,402.0","63.65K","0.26%"
"10/10/2023","17,876.0","17,583.0","17,975.0","17,496.0","118.05K","1.74%"
"11/10/2023","17,930.0","17,856.0","18,077.0","17,807.0","104.40K","0.30%"
"12/10/2023","18,283.0","17,952.0","18,392.0","17,921.0","110.58K","1.97%"
"13/10/2023","17,811.0","18,294.0","18,308.0","17,794.0","115.88K","-2.58%"
"16/10/2023","17,684.0","17,792.0","17,886.0","17,626.0","97.21K","-0.71%"
"17/10/2023","17,797.0","17,693.0","17,914.0","17,640.0","83.63K","0.64%"
"18/10/2023","17,758.0","17,791.0","17,872.0","17,636.0","97.49K","-0.22%"
"19/10/2023","17,290.0","17,753.0","17,762.0","17,252.0","113.24K","-2.64%"
"20/10/2023","17,173.0","17,288.0","17,438.0","17,048.0","110.47K","-0.68%"
"23/10/2023","17,076.5","17,076.5","17,076.5","17,076.5","","-0.56%"
"24/10/2023","16,958.0","17,173.0","17,175.0","16,876.0","126.81K","-0.69%"
"25/10/2023","17,100.0","16,966.0","17,553.0","16,966.0","209.71K","0.84%"
"26/10/2023","17,042.0","17,128.0","17,235.0","16,922.0","179.37K","-0.34%"
"27/10/2023","17,410.0","17,042.0","17,508.0","16,985.0","128.64K","2.16%"
"30/10/2023","17,500.0","17,438.0","17,504.0","17,190.0","109.24K","0.52%"
"31/10/2023","17,144.0","17,488.0","17,590.0","17,047.0","117.06K","-2.03%"
"01/11/2023","17,084.0","17,165.0","17,248.0","16,976.0","100.44K","-0.35%"
"02/11/2023","17,293.0","17,082.0","17,486.0","17,055.0","109.66K","1.22%"
"03/11/2023","17,700.0","17,296.0","17,751.0","17,296.0","126.95K","2.35%"
"06/11/2023","17,994.0","17,652.0","18,072.0","17,625.0","120.62K","1.66%"
"07/11/2023","17,718.0","18,008.0","18,038.0","17,677.0","101.83K","-1.53%"
"08/11/2023","17,624.0","17,715.0","17,797.0","17,557.0","97.06K","-0.53%"
"09/11/2023","17,501.0","17,600.0","17,726.0","17,481.0","95.24K","-0.70%"
"10/11/2023","17,229.0","17,506.0","17,625.0","17,199.0","102.27K","-1.55%"
"13/11/2023","17,493.0","17,217.0","17,504.0","17,136.0","104.89K","1.53%"
"14/11/2023","17,402.0","17,500.0","17,652.0","17,382.0","94.36K","-0.52%"
"15/11/2023","18,117.0","17,419.0","18,155.0","17,404.0","167.13K","4.11%"
"16/11/2023","17,842.0","18,126.0","18,429.0","17,737.0","156.36K","-1.52%"
"17/11/2023","17,489.0","17,853.0","17,873.0","17,429.0","122.45K","-1.98%"
"20/11/2023","17,765.0","17,491.0","17,823.0","17,491.0","112.60K","1.58%"
"21/11/2023","17,749.0","17,774.0","18,098.0","17,711.0","115.12K","-0.09%"
"22/11/2023","17,749.0","17,745.0","17,821.0","17,628.0","84.88K","0.00%"
"23/11/2023","17,915.0","17,762.0","17,956.0","17,588.0","117.52K","0.94%"
"24/11/2023","17,671.0","18,004.0","18,050.0","17,620.0","47.26K","-1.36%"
"27/11/2023","17,649.0","17,670.0","17,787.0","17,436.0","90.76K","-0.12%"
"28/11/2023","17,425.0","17,653.0","17,653.0","17,389.0","87.32K","-1.27%"
"29/11/2023","17,038.0","17,425.0","17,481.0","16,957.0","139.61K","-2.22%"
"30/11/2023","17,100.0","17,038.0","17,164.0","16,940.0","118.64K","0.36%"
"01/12/2023","16,897.0","17,051.0","17,137.0","16,865.0","128.03K","-1.19%"
"04/12/2023","16,742.0","16,907.0","17,100.0","16,676.0","124.15K","-0.92%"
"05/12/2023","16,372.0","16,723.0","16,792.0","16,271.0","127.93K","-2.21%"
"06/12/2023","16,508.0","16,390.0","16,649.0","16,283.0","109.78K","0.83%"
"07/12/2023","16,382.0","16,500.0","16,578.0","16,190.0","100.42K","-0.76%"
"08/12/2023","16,353.0","16,370.0","16,506.0","16,273.0","98.74K","-0.18%"
"11/12/2023","16,211.0","16,362.0","16,423.0","15,980.0","127.57K","-0.87%"
"12/12/2023","16,394.0","16,211.0","16,457.0","16,187.0","95.44K","1.13%"
"13/12/2023","16,276.0","16,392.0","16,455.0","16,161.0","93.94K","-0.72%"
"14/12/2023","16,468.0","16,271.0","16,614.0","16,128.0","130.08K","1.18%"
"15/12/2023","16,823.0","16,452.0","17,003.0","16,427.0","159.66K","2.16%"
"18/12/2023","16,633.0","16,813.0","16,865.0","16,585.0","107.08K","-1.13%"
"19/12/2023","16,555.0","16,636.0","16,704.0","16,420.0","92.80K","-0.47%"
"20/12/2023","16,644.0","16,559.0","16,785.0","16,537.0","116.82K","0.54%"
"21/12/2023","16,614.0","16,628.0","16,670.0","16,370.0","141.53K","-0.18%"
"22/12/2023","16,450.0","16,709.0","17,007.0","16,374.0","83.69K","-0.99%"
"27/12/2023","16,761.0","16,462.0","16,795.0","16,456.0","103.46K","1.89%"
"28/12/2023","17,175.0","16,756.0","17,199.0","16,721.0","123.96K","2.47%"
"29/12/2023","17,131.0","17,150.0","17,219.0","17,042.0","74.26K","-0.26%"
"02/01/2024","16,862.0","17,136.0","17,255.0","16,793.0","106.57K","-1.57%"
"03/01/2024","16,700.0","16,855.0","16,873.0","16,595.0","105.34K","-0.96%"
"04/01/2024","16,678.0","16,685.0","16,772.0","16,559.0","93.29K","-0.13%"
"05/01/2024","16,589.0","16,671.0","16,807.0","16,496.0","97.95K","-0.53%"
"08/01/2024","16,253.0","16,575.0","16,696.0","16,184.0","118.75K","-2.03%"
"09/01/2024","16,217.0","16,241.0","16,463.0","16,191.0","100.81K","-0.22%"
"10/01/2024","16,154.0","16,210.0","16,295.0","16,069.0","93.20K","-0.39%"
"11/01/2024","16,325.0","16,155.0","16,495.0","16,098.0","115.00K","1.06%"
"12/01/2024","16,267.0","16,330.0","16,424.0","16,138.0","102.20K","-0.36%"
"15/01/2024","16,250.0","16,263.0","16,414.0","16,121.0","102.50K","-0.10%"
"16/01/2024","15,876.0","16,240.0","16,240.0","15,826.0","133.24K","-2.30%"
"17/01/2024","15,251.0","15,888.0","15,942.0","15,198.0","167.99K","-3.94%"
"18/01/2024","15,372.0","15,245.0","15,470.0","15,172.0","159.34K","0.79%"
"19/01/2024","15,303.0","15,374.0","15,548.0","15,219.0","122.84K","-0.45%"
"22/01/2024","14,978.0","15,311.0","15,510.0","14,796.0","152.90K","-2.12%"
"23/01/2024","15,400.0","14,969.0","15,538.0","14,957.0","203.69K","2.82%"
"24/01/2024","15,928.0","15,307.0","16,000.0","15,294.0","211.48K","3.43%"
"25/01/2024","16,183.0","15,939.0","16,259.0","15,829.0","236.60K","1.60%"
"26/01/2024","15,975.0","16,195.0","16,313.0","15,892.0","246.93K","-1.29%"
"29/01/2024","16,140.0","16,007.0","16,350.0","16,007.0","107.99K","1.03%"
"30/01/2024","15,733.0","16,110.0","16,140.0","15,716.0","137.75K","-2.52%"
"31/01/2024","15,525.0","15,728.0","15,801.0","15,465.0","137.03K","-1.32%"
"01/02/2024","15,600.0","15,533.0","15,859.0","15,461.0","157.10K","0.48%"
"02/02/2024","15,555.0","15,612.0","15,965.0","15,475.0","157.10K","-0.29%"
"05/02/2024","15,566.0","15,565.0","15,725.0","15,296.0","165.44K","0.07%"
"06/02/2024","16,180.0","15,555.0","16,210.0","15,464.0","183.22K","3.94%"
"07/02/2024","16,090.0","16,184.0","16,455.0","16,059.0","149.23K","-0.56%"
"08/02/2024","15,887.0","16,085.0","16,285.0","15,840.0","118.93K","-1.26%"
"09/02/2024","15,713.0","15,888.0","15,916.0","15,549.0","60.71K","-1.10%"
"14/02/2024","15,925.0","15,700.0","15,940.0","15,456.0","85.69K","1.35%"
"15/02/2024","15,987.0","15,927.0","16,059.0","15,746.0","88.25K","0.39%"
"16/02/2024","16,349.0","15,984.0","16,428.0","15,946.0","107.92K","2.26%"
"19/02/2024","16,157.0","16,352.0","16,432.0","16,148.0","94.47K","-1.17%"
"20/02/2024","16,254.0","16,160.0","16,358.0","16,064.0","88.33K","0.60%"
"21/02/2024","16,491.0","16,255.0","16,779.0","16,143.0","155.06K","1.46%"
"22/02/2024","16,784.0","16,485.0","16,807.0","16,421.0","133.79K","1.78%"
"23/02/2024","16,700.0","16,766.0","16,902.0","16,560.0","162.65K","-0.50%"
"26/02/2024","16,623.0","16,719.0","16,822.0","16,582.0","85.51K","-0.46%"
"27/02/2024","16,815.0","16,632.0","16,843.0","16,438.0","99.98K","1.16%"
"28/02/2024","16,492.0","16,823.0","16,879.0","16,488.0","127.74K","-1.92%"
"29/02/2024","16,452.0","16,493.0","16,694.0","16,378.0","121.91K","-0.24%"
"01/03/2024","16,556.0","16,451.0","16,627.0","16,130.0","123.84K","0.63%"
"04/03/2024","16,552.0","16,555.0","16,640.0","16,440.0","96.44K","-0.02%"
"05/03/2024","16,100.0","16,552.0","16,565.0","16,047.0","136.74K","-2.73%"
"06/03/2024","16,425.0","16,109.0","16,527.0","16,088.0","136.32K","2.02%"
"07/03/2024","16,200.0","16,438.0","16,552.0","16,144.0","121.93K","-1.37%"
"08/03/2024","16,350.0","16,241.0","16,527.0","16,216.0","105.21K","0.93%"
"11/03/2024","16,617.0","16,345.0","16,655.0","16,312.0","99.63K","1.63%"
"12/03/2024","16,739.0","16,650.0","16,859.0","16,650.0","152.08K","0.73%"
"13/03/2024","17,147.0","17,124.0","17,254.0","16,992.0","119.43K","2.44%"
"14/03/2024","16,943.0","17,180.0","17,180.0","16,943.0","105.32K","-1.19%"
"15/03/2024","16,600.0","16,666.0","16,666.0","16,600.0","121.67K","-2.02%"
"18/03/2024","16,855.0","16,736.0","16,855.0","16,736.0","91.09K","1.54%"
"19/03/2024","16,556.0","16,758.0","16,778.0","16,483.0","100.02K","-1.77%"
"20/03/2024","16,628.0","16,663.0","16,663.0","16,628.0","97.42K","0.43%"
"21/03/2024","16,880.0","16,723.5","17,007.0","16,723.5","140.10K","1.52%"
"22/03/2024","16,538.0","16,538.0","16,538.0","16,538.0","197.53K","-2.03%"
"25/03/2024","16,636.0","16,636.0","16,636.0","16,636.0","189.87K","0.59%"
"26/03/2024","16,470.0","16,668.0","16,668.0","16,602.0","138.62K","-1.00%"
"27/03/2024","16,370.0","16,592.0","16,603.0","16,370.0","24.76K","-0.61%"
"28/03/2024","16,512.0","16,389.0","16,718.0","16,330.0","135.07K","0.87%"
"02/04/2024","16,930.0","16,518.0","17,008.0","16,500.0","129.73K","2.53%"
"03/04/2024","16,681.0","16,900.0","16,999.0","16,655.0","97.92K","-1.47%"
"05/04/2024","16,665.0","16,698.0","16,810.0","16,440.0","118.43K","-0.10%"
"08/04/2024","16,685.0","16,682.0","16,870.0","16,532.0","113.55K","0.12%"
"09/04/2024","16,785.0","16,702.0","16,988.0","16,702.0","90.58K","0.60%"
"10/04/2024","17,106.0","16,816.0","17,168.0","16,815.0","125.13K","1.91%"
"11/04/2024","17,042.0","17,120.0","17,120.0","16,737.0","134.47K","-0.37%"
"12/04/2024","16,690.0","17,023.0","17,041.0","16,650.0","132.88K","-2.07%"
"15/04/2024","16,522.0","16,663.0","16,673.0","16,300.0","113.78K","-1.01%"
"16/04/2024","16,206.0","16,519.0","16,571.0","16,146.0","134.96K","-1.91%"
"17/04/2024","16,219.0","16,213.0","16,238.0","16,082.0","118.40K","0.08%"
"18/04/2024","16,295.0","16,196.0","16,430.0","16,096.0","115.25K","0.47%"
"19/04/2024","16,161.0","16,280.0","16,356.0","15,958.0","143.48K","-0.82%"
"22/04/2024","16,446.0","16,160.0","16,571.0","16,160.0","121.30K","1.76%"
"23/04/2024","16,780.0","16,456.0","16,798.0","16,386.0","130.68K","2.03%"
"24/04/2024","17,127.0","16,778.0","17,181.0","16,721.0","69.98K","2.07%"
"25/04/2024","17,268.0","17,170.0","17,384.0","17,019.0","107.72K","0.82%"
"26/04/2024","17,612.0","17,273.0","17,718.0","17,080.0","126.94K","1.99%"
"29/04/2024","17,681.0","17,615.0","17,994.0","17,509.0","142.28K","0.39%"
"30/04/2024","17,700.0","17,679.0","17,846.0","17,595.0","111.52K","0.11%"
"02/05/2024","18,025.0","17,719.0","18,219.0","17,520.0","133.73K","1.84%"
"03/05/2024","18,417.0","18,163.0","18,591.0","18,115.0","125.04K","2.17%"
"06/05/2024","18,524.0","18,413.0","18,694.0","18,334.0","116.88K","0.58%"
"07/05/2024","18,402.0","18,527.0","18,638.0","18,348.0","91.84K","-0.66%"
"08/05/2024","18,235.0","18,409.0","18,552.0","18,226.0","105.88K","-0.91%"
"09/05/2024","18,523.0","18,229.0","18,557.0","18,150.0","108.18K","1.58%"
"10/05/2024","18,960.0","18,519.0","18,988.0","18,495.0","134.05K","2.36%"
"13/05/2024","19,091.0","18,959.0","19,109.0","18,790.0","117.37K","0.69%"
"14/05/2024","19,077.0","19,093.0","19,299.0","19,024.0","99.40K","-0.07%"
"16/05/2024","19,300.0","19,078.0","19,432.0","18,941.0","139.44K","1.17%"
"17/05/2024","19,600.0","19,343.0","19,607.0","19,332.0","128.86K","1.55%"
"20/05/2024","19,636.0","19,543.0","19,772.0","19,505.0","103.52K","0.18%"
"21/05/2024","19,200.0","19,634.0","19,634.0","19,168.0","119.68K","-2.22%"
"22/05/2024","19,171.0","19,200.0","19,352.0","19,125.0","93.98K","-0.15%"
"23/05/2024","18,900.0","19,173.0","19,201.0","18,765.0","122.78K","-1.41%"
"24/05/2024","18,581.0","18,883.0","18,955.0","18,507.0","138.11K","-1.69%"
"27/05/2024","18,795.0","18,580.0","18,845.0","18,488.0","171.91K","1.15%"
"28/05/2024","18,800.0","18,802.0","18,975.0","18,733.0","142.61K","0.03%"
"29/05/2024","18,500.0","18,791.0","18,812.0","18,429.0","136.88K","-1.60%"
"30/05/2024","18,264.0","18,473.0","18,516.0","18,250.0","19.75K","-1.28%"
"31/05/2024","18,006.0","18,126.0","18,467.0","17,962.0","136.49K","-1.41%"
"03/06/2024","18,342.0","18,006.0","18,488.0","17,951.0","123.40K","1.87%"
"04/06/2024","18,375.0","18,342.0","18,440.0","18,121.0","105.69K","0.18%"
"05/06/2024","18,308.0","18,314.0","18,634.0","18,228.0","116.40K","-0.36%"
"06/06/2024","18,420.0","18,309.0","18,628.0","18,298.0","109.47K","0.61%"
"07/06/2024","18,276.0","18,420.0","18,564.0","18,221.0","103.90K","-0.78%"
"11/06/2024","18,110.0","18,276.0","18,335.0","17,920.0","125.67K","-0.91%"
"12/06/2024","17,914.0","18,113.0","18,120.0","17,808.0","109.81K","-1.08%"
"13/06/2024","18,098.0","17,917.0","18,166.0","17,880.0","100.68K","1.03%"
"14/06/2024","17,913.0","18,093.0","18,173.0","17,868.0","110.57K","-1.02%"
"17/06/2024","17,930.0","17,914.0","18,121.0","17,692.0","105.33K","0.09%"
"18/06/2024","17,894.0","17,947.0","18,040.0","17,841.0","85.33K","-0.20%"
"19/06/2024","18,435.0","17,897.0","18,459.0","17,895.0","126.87K","3.02%"
"20/06/2024","18,295.0","18,426.0","18,513.0","18,261.0","96.59K","-0.76%"
"21/06/2024","18,016.0","18,297.0","18,319.0","17,955.0","119.06K","-1.53%"
"24/06/2024","18,062.0","18,017.0","18,066.0","17,778.0","149.33K","0.26%"
"25/06/2024","18,070.0","18,061.0","18,264.0","17,951.0","169.64K","0.04%"
"26/06/2024","18,064.0","18,069.0","18,153.0","17,888.0","120.72K","-0.03%"
"27/06/2024","17,732.0","18,061.0","18,070.0","17,715.0","17.82K","-1.84%"
"28/06/2024","17,630.0","17,613.0","17,763.0","17,425.0","98.84K","-0.58%"
"02/07/2024","17,679.0","17,634.0","17,889.0","17,480.0","105.70K","0.28%"
"03/07/2024","17,850.0","17,680.0","17,939.0","17,663.0","103.65K","0.97%"
"04/07/2024","18,019.0","17,864.0","18,112.0","17,861.0","93.01K","0.95%"
"05/07/2024","17,741.0","18,022.0","18,068.0","17,729.0","90.20K","-1.54%"
"08/07/2024","17,581.0","17,746.0","17,764.0","17,492.0","95.02K","-0.90%"
"09/07/2024","17,533.0","17,580.0","17,661.0","17,403.0","99.19K","-0.27%"
"10/07/2024","17,505.0","17,532.0","17,809.0","17,449.0","93.45K","-0.16%"
"11/07/2024","17,860.0","17,507.0","17,904.0","17,506.0","101.41K","2.03%"
"12/07/2024","18,369.0","17,856.0","18,380.0","17,838.0","117.13K","2.85%"
"15/07/2024","18,051.0","18,368.0","18,424.0","17,966.0","98.28K","-1.73%"
"16/07/2024","17,750.0","18,061.0","18,066.0","17,733.0","96.30K","-1.67%"
"17/07/2024","17,741.0","17,746.0","17,853.0","17,653.0","93.57K","-0.05%"
"18/07/2024","17,809.0","17,746.0","17,894.0","17,634.0","98.55K","0.38%"
"19/07/2024","17,437.0","17,809.0","17,822.0","17,379.0","111.87K","-2.09%"
"22/07/2024","17,662.0","17,442.0","17,716.0","17,319.0","108.31K","1.29%"
"23/07/2024","17,496.0","17,663.0","17,775.0","17,458.0","88.87K","-0.94%"
"24/07/2024","17,344.0","17,501.0","17,532.0","17,268.0","97.09K","-0.87%"
"25/07/2024","17,030.0","17,348.0","17,433.0","16,975.0","151.36K","-1.81%"
"26/07/2024","17,030.0","17,031.0","17,233.0","16,930.0","174.01K","0.00%"
"29/07/2024","17,254.0","17,023.0","17,381.0","16,986.0","115.91K","1.32%"
"30/07/2024","17,028.0","17,253.0","17,272.0","17,006.0","14.08K","-1.31%"
"31/07/2024","17,353.0","17,024.0","17,431.0","17,021.0","117.03K","1.91%"
"01/08/2024","17,314.0","17,349.0","17,448.0","17,252.0","91.19K","-0.22%"
"02/08/2024","16,963.0","17,315.0","17,347.0","16,877.0","112.85K","-2.03%"
"05/08/2024","16,739.0","16,962.0","17,019.0","16,437.0","163.69K","-1.32%"
"06/08/2024","16,616.0","16,740.0","16,935.0","16,508.0","116.94K","-0.73%"
"07/08/2024","16,895.0","16,610.0","17,003.0","16,500.0","116.08K","1.68%"
"08/08/2024","16,888.0","16,898.0","17,033.0","16,648.0","116.38K","-0.04%"
"09/08/2024","17,078.0","16,890.0","17,264.0","16,874.0","100.71K","1.13%"
"12/08/2024","17,100.0","17,079.0","17,167.0","16,975.0","72.77K","0.13%"
"13/08/2024","17,190.0","17,077.0","17,258.0","17,051.0","79.06K","0.53%"
"14/08/2024","17,129.0","17,162.0","17,291.0","17,055.0","75.16K","-0.35%"
"15/08/2024","17,128.0","17,129.0","17,318.0","16,920.0","104.68K","-0.01%"
"16/08/2024","17,425.0","17,125.0","17,501.0","17,105.0","109.13K","1.73%"
"19/08/2024","17,610.0","17,426.0","17,718.0","17,354.0","94.25K","1.06%"
"20/08/2024","17,533.0","17,606.0","17,775.0","17,464.0","77.31K","-0.44%"
"21/08/2024","17,374.0","17,533.0","17,534.0","17,251.0","94.01K","-0.91%"
"22/08/2024","17,660.0","17,375.0","17,683.0","17,372.0","94.23K","1.65%"
"23/08/2024","17,636.0","17,661.0","17,662.0","17,445.0","87.22K","-0.14%"
"26/08/2024","17,808.0","17,635.0","17,849.0","17,589.0","128.66K","0.98%"
"27/08/2024","17,912.0","17,810.0","17,922.0","17,633.0","138.95K","0.58%"
"28/08/2024","17,709.0","17,910.0","17,934.0","17,662.0","112.37K","-1.13%"
"29/08/2024","17,648.0","17,711.0","17,808.0","17,517.0","16.27K","-0.34%"
"30/08/2024","17,952.0","17,723.0","18,159.0","17,690.0","130.82K","1.72%"
"02/09/2024","17,642.0","17,952.0","17,969.0","17,586.0","107.61K","-1.73%"
"03/09/2024","17,596.0","17,647.0","17,694.0","17,539.0","67.78K","-0.26%"
"04/09/2024","17,428.0","17,594.0","17,594.0","17,297.0","105.58K","-0.95%"
"05/09/2024","17,443.0","17,442.0","17,546.0","17,310.0","81.14K","0.09%"
"09/09/2024","17,140.0","17,250.0","17,312.0","17,059.0","85.48K","-1.74%"
"10/09/2024","17,191.0","17,154.0","17,290.0","17,093.0","77.73K","0.30%"
"11/09/2024","17,086.0","17,189.0","17,195.0","16,948.0","99.46K","-0.61%"
"12/09/2024","17,265.0","17,085.0","17,356.0","17,019.0","92.49K","1.05%"
"13/09/2024","17,382.0","17,255.0","17,573.0","17,166.0","86.52K","0.68%"
"16/09/2024","17,450.0","17,377.0","17,451.0","17,188.0","65.00K","0.39%"
"17/09/2024","17,677.0","17,450.0","17,744.0","17,395.0","81.79K","1.30%"
"19/09/2024","18,050.0","17,677.0","18,098.0","17,601.0","128.47K","2.11%"
"20/09/2024","18,268.0","18,061.0","18,378.0","17,956.0","144.51K","1.21%"
"23/09/2024","18,268.0","18,285.0","18,450.0","18,166.0","124.60K","0.00%"
"24/09/2024","19,087.0","18,267.0","19,094.0","18,253.0","242.37K","4.48%"
"25/09/2024","19,180.0","19,088.0","19,767.0","19,069.0","238.15K","0.49%"
"26/09/2024","20,028.0","19,203.0","20,028.0","19,147.0","173.71K","4.42%"
"27/09/2024","20,467.0","20,023.0","20,689.0","20,006.0","65.92K","2.19%"
"30/09/2024","21,275.0","20,924.0","21,593.0","20,616.0","279.70K","3.95%"
"02/10/2024","22,473.0","21,394.0","22,732.0","21,394.0","0.01K","5.63%"
"03/10/2024","22,308.0","22,165.0","22,308.0","21,800.0","0.01K","-0.73%"
"04/10/2024","22,608.5","21,980.5","22,883.0","21,879.0","","1.35%"
"07/10/2024","23,187.0","22,969.5","23,332.5","22,791.0","","2.56%"
"08/10/2024","21,283.0","22,308.0","22,408.0","21,283.0","0.01K","-8.21%"
"09/10/2024","21,588.0","21,588.0","21,588.0","21,588.0","0.00K","1.43%"
"10/10/2024","21,678.0","21,115.0","21,678.0","21,115.0","0.00K","0.42%"
"14/10/2024","21,495.0","21,495.0","21,495.0","21,495.0","0.00K","-0.84%"
"15/10/2024","20,690.0","20,690.0","20,690.0","20,690.0","0.00K","-3.75%"
"16/10/2024","20,478.0","20,180.0","20,591.5","20,153.0","","-1.02%"
"17/10/2024","20,281.0","20,600.0","20,600.0","20,281.0","0.00K","-0.96%"
"18/10/2024","20,888.0","20,108.0","20,888.0","20,108.0","0.01K","2.99%"
"21/10/2024","20,405.0","20,840.0","20,863.0","20,279.0","","-2.31%"
"22/10/2024","20,621.5","20,316.0","20,744.0","20,311.0","","1.06%"
"23/10/2024","20,517.5","20,579.0","20,951.5","20,455.0","","-0.50%"
"24/10/2024","20,415.0","20,561.5","20,692.0","20,285.0","","-0.50%"
"25/10/2024","20,514.5","20,483.5","20,787.0","20,466.0","","0.49%"
"28/10/2024","20,788.5","20,661.0","20,860.0","20,463.0","","1.34%"
"29/10/2024","20,795.0","20,744.0","21,175.0","20,606.5","","0.03%"
"30/10/2024","20,513.5","20,798.0","20,798.0","20,289.0","","-1.35%"
"31/10/2024","20,600.0","20,600.0","20,600.0","20,600.0","0.00K","0.42%"
"01/11/2024","20,486.0","20,429.0","20,704.0","20,383.0","","-0.55%"
"04/11/2024","20,556.5","20,549.0","20,755.0","20,455.0","","0.34%"
"05/11/2024","20,948.0","20,513.5","21,058.0","20,376.0","","1.90%"
"06/11/2024","20,831.0","20,831.0","20,831.0","20,831.0","0.00K","-0.56%"
"07/11/2024","20,888.0","20,194.0","21,123.0","20,194.0","0.00K","0.27%"
"08/11/2024","20,700.0","20,700.0","20,700.0","20,700.0","0.00K","-0.90%"
"11/11/2024","20,333.0","20,333.0","20,333.0","20,333.0","0.00K","-1.77%"
"12/11/2024","19,633.0","20,320.5","20,547.0","19,569.0","","-3.44%"
"13/11/2024","19,609.5","19,641.5","19,974.5","19,585.0","","-0.12%"
"14/11/2024","19,462.5","19,615.0","19,857.0","19,359.5","","-0.75%"
"15/11/2024","19,448.0","19,511.5","19,625.5","19,341.0","","-0.07%"
"18/11/2024","19,764.5","19,567.0","19,798.5","19,487.5","","1.63%"
"19/11/2024","19,700.0","19,740.0","19,791.0","19,415.0","2.00K","-0.33%"
"20/11/2024","19,617.0","19,596.0","19,778.5","19,584.0","","-0.42%"
"21/11/2024","19,593.5","19,625.5","19,786.0","19,495.0","","-0.12%"
"22/11/2024","19,204.5","19,641.5","19,724.5","19,042.5","","-1.99%"
"25/11/2024","19,307.5","19,395.0","19,439.0","19,164.0","","0.54%"
"26/11/2024","19,606.0","19,606.0","19,606.0","19,606.0","0.01K","1.55%"
"27/11/2024","19,635.0","19,606.0","19,635.0","19,250.0","0.01K","0.15%"
"28/11/2024","19,323.0","19,900.0","19,900.0","18,684.0","0.08K","-1.59%"
"29/11/2024","19,516.0","19,532.0","19,730.0","19,405.0","0.55K","1.00%"
